Species,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24
Tepidimicrobium ferriphilum,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0
Tepidimicrobium xylanilyticum,0,6,0,6,0,5,0,0,0,0,0,0,0,0,9,1,13,1,0,0,0,0,0,0
Tepidimonas thermarum,0,1,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Terrisporobacter mayombei,0,10,0,0,0,4,0,0,0,0,0,0,0,0,2,7,0,4,52,2,0,0,0,0
Thaumasiovibrio subtropicus,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermobacillus xylanilyticus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermoclostridium caenicola,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0
Thermoclostridium stercorarium,0,1,0,0,28,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Thermodesulfomicrobium thermophilum,0,5,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thermotalea metallivorans,0,2,0,0,62,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
Thomasclavelia ramosa,0,50,0,0,12,0,15,0,0,0,0,0,0,0,0,4,0,6,15,0,0,0,0,0
Thomasclavelia saccharogumia,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Thomasclavelia spiroformis,0,6,0,0,110,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0
Tindallia texcoconensis,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tissierella creatinini,0,16,0,5,1,11,0,0,0,0,0,0,0,0,33,1,112,0,0,0,0,0,0,0
Tissierella praeacuta,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trabulsiella odontotermitis,0,14,0,0,0,3,0,0,0,0,2,0,2,0,3,0,0,0,2,0,0,0,0,0
Uruburuella suis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallitalea pronyensis,0,2,0,0,16,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Variovorax defluvii,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrio aerogenes,0,1,13,0,0,2,0,0,0,0,6,0,5,0,0,0,0,0,1,0,0,0,0,0
Vibrio alginolyticus,0,1,37,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrio algivorus,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vibrio cholerae,0,1,21,0,0,2,1,0,12,0,20,0,31,0,1,3,0,0,8,4,0,0,0,0
Vibrio diazotrophicus,0,3,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0
Vibrio ezurae,0,2,21,0,0,0,0,0,1,0,13,0,2,0,0,0,0,0,2,0,0,0,0,0
Vibrio injensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrio jasicida,0,1,6,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
Vibrio penaeicida,0,3,127,0,0,2,1,0,2,2,79,0,17,0,0,6,0,0,11,2,0,0,0,0
Vibrio tapetis,0,2,1,0,0,2,0,0,1,0,35,0,2,0,0,4,0,0,1,0,0,0,0,0
Virgibacillus dakarensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winslowiella iniecta,0,5,17,0,0,1,0,0,0,0,20,0,0,0,0,2,0,0,1,0,0,0,0,0
Wukongibacter baidiensis,0,2,0,0,0,1,8,0,0,0,0,0,0,0,1,7,1,0,1,0,0,0,0,0
Xenorhabdus beddingii,0,1,4,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
Xenorhabdus bovienii,0,1,3,0,0,0,0,0,2,0,4,0,1,0,0,2,0,0,0,1,0,0,0,0
Xenorhabdus hominickii,0,3,2,0,0,1,1,0,2,0,2,0,4,0,0,1,0,0,1,0,0,0,0,0
Xenorhabdus indica,0,2,17,0,0,1,0,0,2,0,11,0,6,0,0,1,0,0,1,0,0,0,0,0
Xenorhabdus ishibashii,0,1,6,0,0,0,0,0,2,0,11,0,8,0,0,0,0,0,1,0,0,0,0,0
Xenorhabdus mauleonii,0,5,10,0,0,0,0,0,25,0,7,0,10,0,0,2,0,0,4,1,0,0,0,0
Xenorhabdus stockiae,0,4,118,0,0,2,1,0,1,0,94,0,5,0,0,7,0,0,11,2,0,0,0,0
Xenorhabdus szentirmaii,0,3,9,0,0,1,0,0,19,0,13,0,46,0,0,0,0,0,2,0,0,0,0,0
Yersinia enterocolitica,0,1,1,0,0,1,0,0,4,0,7,0,4,0,0,0,0,0,1,1,1,0,0,0
Yersinia ruckeri,0,2,14,0,0,1,0,0,50,0,12,0,80,0,0,0,0,0,11,0,0,0,0,0
Yokenella regensburgei,0,13,21,0,0,2,5,0,124,0,149,0,166,0,2,4,0,0,10,4,0,0,0,0
[Bacillus] thermocloacae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[Clostridium] cellulosi,0,1,0,0,114,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[Clostridium] colinum,0,1,0,0,13,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
[Clostridium] fimetarium,0,3,0,0,115,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
[Clostridium] herbivorans,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[Clostridium] hylemonae,0,1,0,0,1,157,0,0,0,0,0,0,0,0,1,26,0,0,1,0,0,0,0,0
[Clostridium] leptum,0,1,0,0,175,4,0,0,0,0,0,0,0,0,0,21,0,5,88,0,0,0,0,0
[Clostridium] methylpentosum,0,16,0,0,284,17,4,0,0,0,0,0,0,0,3,9,0,1,38,0,0,0,0,0
[Clostridium] nexile,0,13,0,0,1050,2,11,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0
[Clostridium] scindens,0,151,0,0,115,2,10,0,0,0,0,0,0,0,5,2,0,9,100,0,0,0,0,0
[Clostridium] symbiosum,0,756,0,0,219,629,20,0,0,0,0,0,0,0,1,19,0,417,17,0,0,0,0,0
[Clostridium] viride,0,21,0,0,113,219,23,0,0,0,0,0,0,0,7,3269,0,8,354,0,0,0,0,0
[Curtobacterium] plantarum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[Eubacterium] brachy,0,13,0,0,16,16,13,0,0,0,0,0,0,0,2,13,0,0,1,0,0,0,0,0
[Eubacterium] infirmum,0,2,0,0,12,59,16,0,0,0,0,0,0,0,5,36,0,708,1,0,0,0,0,0
[Eubacterium] minutum,0,730,0,0,1,331,2,0,0,0,0,0,0,0,70,2,0,0,0,0,0,0,0,0
[Eubacterium] nodatum,0,7217,0,0,1,6460,4,0,0,0,0,0,0,0,1113,4,0,0,0,0,0,0,0,0
[Eubacterium] siraeum,0,2,0,0,4642,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
[Eubacterium] sulci,0,1,0,0,7,9,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0
[Pantoea] beijingensis,0,1,12,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0
[Ruminococcus] lactaris,0,2,0,0,2,1,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[Ruminococcus] torques,0,178,0,0,1037,703,33,0,0,0,0,0,0,0,6,1,0,314,36,0,0,0,0,0
Acinetobacter calcoaceticus,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0
Acinetobacter pittii,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Actinobacillus hominis,0,0,4,0,0,11,25,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
Algicola bacteriolytica,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliagarivorans marinus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliidiomarina soli,0,0,14,0,0,0,0,0,12,1,18,0,14,0,0,3,0,0,1,0,0,0,0,0
Aliivibrio finisterrensis,0,0,4,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0
Alishewanella jeotgali,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alteromonas mediterranea,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsukibacterium tuosuense,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Atlantibacter subterranea,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Biostraticola tofi,0,0,47,0,0,0,0,0,13,0,35,0,18,0,0,3,0,0,6,2,0,0,0,0
Bisgaardia hudsonensis,0,0,1,0,0,5,18,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0
Brenneria alni,0,0,50,0,0,0,0,0,28,0,16,0,33,0,1,1,0,0,3,1,0,0,0,0
Brenneria goodwinii,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brenneria nigrifluens,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0
Brenneria populi,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Brenneria rubrifaciens,0,0,10,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
Buttiauxella brennerae,0,0,8,0,0,0,0,0,5,0,3,0,8,0,0,0,0,0,1,0,0,0,0,0
Buttiauxella ferragutiae,0,0,14,0,0,0,0,0,6,0,7,0,20,0,1,1,0,0,1,3,0,0,0,0
Carnobacterium funditum,0,0,1,0,0,0,1,609,1,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
Carnobacterium viridans,0,0,1,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0
Cedecea davisae,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cedecea neteri,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellvibrio fulvus,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrobacter braakii,0,0,5,0,0,1,0,0,1,0,1,0,7,0,0,0,0,0,3,0,0,0,0,0
Citrobacter farmeri,0,0,61,0,1,1,0,0,2,0,8,0,10,0,0,1,0,0,119,2,0,0,0,0
Cognaticolwellia beringensis,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colwellia maris,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickeya dadantii,0,0,2,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
Enterobacter asburiae,0,0,12,0,0,1,0,0,13,0,8,0,23,0,3,0,0,0,6,2,0,0,0,0
Enterobacter bugandensis,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Enterobacter hormaechei,0,0,7,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,27,0,0,0,0,0
Enterobacter kobei,0,0,2,0,0,1,1,0,32,0,0,0,79,0,1,1,0,0,3,3,0,0,0,0
Enterobacter soli,0,0,2,0,0,0,1,0,181,0,1,0,189,0,5,1,0,0,2,5,0,0,0,0
Enterococcus bulliens,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,4
Enterococcus canis,0,0,6,0,0,0,1,367,7,0,0,6,1,153,2,0,0,0,1,3,0,0,2,0
Enterococcus durans,0,0,2,0,0,0,1,26,1,0,0,0,0,6,0,0,0,0,3,1,0,0,0,0
Enterococcus hermanniensis,0,0,1,0,0,0,2,141,0,0,0,0,0,53,0,0,0,0,1,1,0,1,1,2
Enterococcus lactis,0,0,1,0,0,0,0,137,0,0,0,0,0,55,3,0,0,0,0,0,1,0,0,0
Enterococcus mundtii,0,0,2,0,0,0,3,274,1,0,0,1,1,83,3,0,0,2,3,2,2,2,1,0
Enterococcus olivae,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Enterococcus pseudoavium,0,0,1,0,0,1,17,26,0,0,0,2,1,9,0,0,1,0,1,0,3,1,2,0
Enterococcus rivorum,0,0,27,0,0,0,0,780,0,0,0,0,0,341,0,0,25,0,0,0,0,3,6,2
Enterococcus rotai,0,0,1,0,0,0,0,498,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0
Enterococcus saccharolyticus,0,0,4,0,0,0,0,394,0,0,0,1,1,162,0,0,0,0,0,2,2,0,1,1
Enterococcus termitis,0,0,1,0,0,0,0,49,0,0,0,1,0,19,2,0,0,0,3,2,0,1,1,1
Enterococcus ureilyticus,0,0,1,0,0,0,0,98,0,0,0,0,0,55,0,0,0,0,0,0,2,0,0,0
Enterococcus wangshanyuanii,0,0,15,0,0,0,0,973,2,0,0,0,0,367,0,0,0,0,0,0,0,0,2,1
Enterovibrio norvegicus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erwinia oleae,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
Erwinia rhapontici,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Erwinia tasmaniensis,0,0,11,0,0,0,0,0,79,0,12,0,163,0,1,0,0,0,1,2,0,0,0,0
Erwinia tracheiphila,0,0,20,0,0,0,0,0,5,0,11,0,7,0,0,1,0,0,0,0,0,0,0,0
Erwinia typographi,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
Erwinia uzenensis,0,0,8,0,0,1,0,0,0,0,10,0,3,0,0,1,0,0,2,0,0,0,0,0
Falsibacillus albus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Franconibacter pulveris,0,0,8,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0
Gibbsiella quercinecans,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gilliamella apicola,0,0,6,0,0,3,17,0,0,0,5,0,5,0,0,0,0,0,1,0,0,0,0,0
Gilliamella bombi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Glaciecola nitratireducens,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaciecola pallidula,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimontia celer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus pittmaniae,0,0,1,0,0,8,87,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0
Hafnia paralvei,0,0,9,0,0,2,0,0,10,0,13,0,10,0,0,1,0,0,4,0,0,0,0,0
Heyndrickxia acidicola,0,0,1,0,0,1,0,66,0,0,0,1,0,31,0,0,0,0,1,0,1,2,0,1
Heyndrickxia sporothermodurans,0,0,1,0,0,0,0,23,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Idiomarina baltica,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Idiomarina tyrosinivorans,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,1,0,0,0,0,0
Idiomarina zobellii,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klebsiella aerogenes,0,0,7,0,0,1,3,0,753,0,6,0,1400,0,19,53,0,0,8,17,0,0,0,0
Klebsiella electrica,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0
Klebsiella quasipneumoniae,0,0,6,0,0,0,0,0,195,0,6,0,158,0,206,7,0,0,240,296,15,0,0,0
Kluyvera cryocrescens,0,0,2,0,0,0,0,0,11,0,0,0,19,0,1,0,0,0,1,7,0,0,0,0
Kluyvera georgiana,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0
Kluyvera intermedia,0,0,7,0,0,0,0,0,8,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0
Kosakonia arachidis,0,0,9,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0
Kosakonia oryziphila,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Kurthia massiliensis,0,0,1,0,1,0,0,16,0,0,0,0,0,7,0,0,1,0,1,2,0,24,21,26
Latilactobacillus curvatus,0,0,2,0,0,1,1,25,0,0,0,2,0,14,2,0,0,0,0,0,0,1,0,0
Leclercia adecarboxylata,0,0,5,0,0,0,0,0,5,0,2,0,21,0,0,0,0,0,78,8,0,0,0,0
Lelliottia nimipressuralis,0,0,5,0,0,0,0,0,5,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0
Liquorilactobacillus sucicola,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Listeria riparia,0,0,1,0,0,0,0,45,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0
Lonsdalea populi,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Macrococcoides canis,0,0,2,0,0,0,0,364,2,0,0,0,0,118,0,0,0,0,0,0,0,13,18,17
Mangrovibacter yixingensis,0,0,5,0,0,1,0,0,2,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0
Mannheimia granulomatis,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Mannheimia varigena,0,0,3,0,0,41,66,0,9,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0
Marinobacter vinifirmus,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinomonas aquimarina,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinomonas communis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melissococcus plutonius,0,0,1,0,0,0,1,190,0,0,0,0,0,72,0,0,0,0,0,0,2,0,0,1
Mesobacillus maritimus,0,0,1,0,0,0,0,59,0,0,0,0,0,26,0,0,0,0,0,0,0,2,3,2
Methylococcus capsulatus,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moellerella wisconsensis,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
Morganella morganii,0,0,47,0,0,2,5,0,10,0,30,0,20,0,0,3,0,0,5841,0,0,0,0,0
Morganella psychrotolerans,0,0,3,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,26,0,0,0,0,0
Moritella marina,0,0,18,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Muribacter muris,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musicola paradisiaca,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanimonas smirnovii,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Oceanisphaera litoralis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanisphaera marina,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Oceanisphaera profunda,0,0,10,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0
Pantoea ananatis,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantoea anthophila,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pantoea wallisii,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraferrimonas haliotis,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
Paraglaciecola agarilytica,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pectobacterium actinidiae,0,0,1,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Pectobacterium carotovorum,0,0,15,0,0,1,0,0,12,0,15,0,21,0,0,1,0,0,3,2,0,0,0,0
Pectobacterium polaris,0,0,8,0,0,5,4,0,20,0,4,0,26,0,1,0,0,0,2,1,0,0,0,0
Pectobacterium wasabiae,0,0,29,0,0,2,0,0,10,0,18,0,18,0,1,3,0,0,2,0,0,0,0,0
Peribacillus deserti,0,0,1,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0
Phaseolibacter flectens,0,0,9,0,0,0,0,0,5,0,4,0,1,0,0,0,0,0,5,0,0,0,0,0
Photobacterium aquae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photobacterium carnosum,0,0,5,0,0,0,10,0,3,0,6,0,3,0,0,1,0,0,1,0,0,0,0,0
Photobacterium chitinilyticum,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Photobacterium damselae,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Photobacterium frigidiphilum,0,0,8,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
Photobacterium galatheae,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photobacterium iliopiscarium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photobacterium phosphoreum,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Photobacterium proteolyticum,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
Photobacterium sanctipauli,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photobacterium sanguinicancri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photorhabdus akhurstii,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Photorhabdus caribbeanensis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phytobacter diazotrophicus,0,0,6,0,0,0,0,0,4,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0
Pragia fontium,0,0,43,0,0,0,0,0,0,0,22,0,1,0,1,1,0,0,1,0,0,0,0,0
Proteus mirabilis,0,0,27,0,0,2,1,0,9,0,32,0,15,0,0,1,0,0,2,4,0,0,0,0
Providencia rustigianii,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,12,0,0,0,0,0
Providencia stuartii,0,0,8,0,0,0,0,0,1,0,6,0,3,0,0,0,0,0,9,0,0,0,0,0
Providencia vermicola,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0
Pseudoalteromonas lipolytica,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas libanensis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas mangrovi,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas migulae,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas sagittaria,0,0,1,0,0,0,0,0,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychrobium conchae,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychrosphaera aquimarina,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychrosphaera haliotis,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahnella aquatilis,0,0,3,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,11,0,0,0
Raoultella ornithinolytica,0,0,3,0,0,0,0,0,86,0,1,0,113,0,2,2,0,0,2,2,0,0,0,0
Raoultella planticola,0,0,6,0,0,0,0,0,6,0,10,0,9,0,2,3,0,0,27,16,0,0,0,0
Rheinheimera riviphila,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosenbergiella australiborealis,0,0,3,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0
Rosenbergiella collisarenosi,0,0,15,0,0,0,0,0,3,0,10,0,7,0,0,1,0,0,2,0,0,0,0,0
Rosenbergiella epipactidis,0,0,19,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,6,0,0,0,0,0
Rosenbergiella nectarea,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0
Rouxiella chamberiensis,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0
Samsonia erythrinae,0,0,3,0,0,2,0,0,1,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0
Serratia bozhouensis,0,0,10,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
Serratia entomophila,0,0,2,0,0,0,9,0,2,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
Serratia ficaria,0,0,8,0,0,1,9,0,6,0,5,0,17,0,1,0,0,0,2,0,0,0,0,0
Serratia microhaemolytica,0,0,2,0,0,0,2,0,1,0,4,0,7,0,0,1,0,0,0,0,0,0,0,0
Serratia nematodiphila,0,0,19,0,0,0,2,0,11,0,7,0,30,0,0,2,0,0,2,3,0,0,0,0
Serratia quinivorans,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Shewanella algae,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Shewanella dokdonensis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shewanella gelidimarina,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shewanella indica,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Shewanella khirikhana,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
